session_id,date,club,shot,row_type,club_speed,ball_speed,smash,attack_angle,club_path,face_angle,face_to_path,launch_angle,launch_direction,spin_rate,spin_axis,dynamic_loft,carry,total,side,side_total,curve,height,land_angle,hang_time
,,,,,mph,mph,,deg,deg,deg,deg,deg,deg,rpm,deg,deg,yds,yds,yds(+R/-L),yds(+R/-L),yds(+R/-L),ft,deg,s
20250826b,2025-08-26,5Iron,42,shot,79.9,112.7,,0.2,,,,,,3588.0,,,168.2,,16.7,,,,,
20250826b,2025-08-26,5Iron,43,shot,77.6,107.1,,-2.0,,,,,,4922.0,,,150.6,,18.3,,,,,
20250826b,2025-08-26,5Iron,44,shot,82.8,121.7,,-0.8,,,,,,4036.0,,,183.6,,5.7,,,,,
20250826b,2025-08-26,5Iron,45,shot,83.9,119.2,,-0.4,,,,,,3834.0,,,179.8,,-1.1,,,,,
20250826b,2025-08-26,5Iron,46,shot,81.0,108.9,,1.4,,,,,,3477.0,,,161.5,,11.6,,,,,
20250826b,2025-08-26,5Iron,47,shot,80.5,106.7,,-0.6,,,,,,4402.0,,,151.8,,23.1,,,,,
20250826b,2025-08-26,5Iron,48,shot,81.0,115.4,,0.6,,,,,,3940.0,,,165.0,,-30.0,,,,,
20250826b,2025-08-26,5Iron,,average,81.4,113.0,,-0.1,,,,,,3814.0,,,161.4,,-0.3,,,,,
20250826b,2025-08-26,5Iron,,consistency,2.0,8.3,,0.9,,,,,,789.0,,,23.0,,23.7,,,,,
20250826b,2025-08-26,58Wedge,1,shot,57.9,55.5,,0.2,,,,,,5856.0,,,55.4,,-1.4,,,,,
20250826b,2025-08-26,58Wedge,2,shot,61.1,53.0,,-0.8,,,,,,8430.0,,,51.0,,3.5,,,,,
20250826b,2025-08-26,58Wedge,,average,59.5,54.4,,-0.3,,,,,,7143.0,,,53.1,,1.0,,,,,
20250826b,2025-08-26,58Wedge,,consistency,1.6,1.1,,0.5,,,,,,1287.0,,,2.2,,2.5,,,,,
20250915,2025-09-15,8Iron,1,shot,71.1,96.6,,-3.0,,,,,,5728.0,,,129.2,,-12.6,,,,,
20250915,2025-09-15,8Iron,2,shot,69.3,93.1,,-3.4,,,,,,5683.0,,,122.8,,1.9,,,,,
20250915,2025-09-15,8Iron,3,shot,68.0,89.5,,-4.2,,,,,,6091.0,,,114.7,,-4.3,,,,,
20250915,2025-09-15,8Iron,4,shot,70.2,96.9,,-2.8,,,,,,5857.0,,,129.3,,-1.7,,,,,
20250915,2025-09-15,8Iron,5,shot,69.3,76.1,,-2.9,,,,,,3846.0,,,92.6,,-1.3,,,,,
20250915,2025-09-15,8Iron,6,shot,68.7,92.8,,-3.4,,,,,,5771.0,,,121.7,,-5.0,,,,,
20250915,2025-09-15,8Iron,,average,69.3,90.8,,-3.3,,,,,,5496.0,,,118.4,,-3.8,,,,,
20250915,2025-09-15,8Iron,,consistency,1.1,6.9,,0.5,,,,,,750.0,,,12.5,,4.5,,,,,
20250915,2025-09-15,5Iron,1,shot,76.5,106.9,,-2.4,,,,,,3893.0,,,150.8,,-14.8,,,,,
20250915,2025-09-15,5Iron,2,shot,73.8,101.3,,-1.8,,,,,,4162.0,,,141.3,,7.8,,,,,
20250915,2025-09-15,5Iron,3,shot,74.0,102.0,,-2.4,,,,,,3976.0,,,142.6,,-4.3,,,,,
20250915,2025-09-15,5Iron,4,shot,78.1,102.7,,-1.8,,,,,,5807.0,,,140.0,,-7.9,,,,,
20250915,2025-09-15,5Iron,5,shot,85.5,114.1,,-2.4,,,,,,5791.0,,,159.2,,-11.7,,,,,
20250915,2025-09-15,5Iron,6,shot,85.5,97.1,,-3.6,,,,,,6733.0,,,121.2,,39.0,,,,,
20250915,2025-09-15,5Iron,7,shot,82.5,111.2,,-3.4,,,,,,5937.0,,,154.3,,-3.2,,,,,
20250915,2025-09-15,5Iron,8,shot,75.8,98.4,,-1.0,,,,,,3931.0,,,137.4,,8.2,,,,,
20250915,2025-09-15,5Iron,9,shot,73.4,104.2,,-1.4,,,,,,3292.0,,,148.5,,-13.6,,,,,
20250915,2025-09-15,5Iron,10,shot,81.2,85.5,,-2.8,,,,,,10653.0,,,87.1,,48.2,,,,,
20250915,2025-09-15,5Iron,11,shot,75.8,105.8,,-1.4,,,,,,3522.0,,,152.7,,-9.0,,,,,
20250915,2025-09-15,5Iron,12,shot,86.3,116.3,,-2.4,,,,,,6368.0,,,159.1,,-0.3,,,,,
20250915,2025-09-15,5Iron,13,shot,85.2,115.0,,-2.6,,,,,,5789.0,,,160.5,,-4.6,,,,,
20250915,2025-09-15,5Iron,14,shot,75.4,103.3,,-1.8,,,,,,3942.0,,,144.8,,-3.6,,,,,
20250915,2025-09-15,5Iron,15,shot,81.0,115.4,,-0.8,,,,,,2476.0,,,173.0,,-8.2,,,,,
20250915,2025-09-15,5Iron,16,shot,83.2,115.6,,-3.1,,,,,,4627.0,,,168.1,,-3.5,,,,,
20250915,2025-09-15,5Iron,,average,79.6,106.0,,-2.2,,,,,,5056.0,,,146.3,,1.2,,,,,
20250915,2025-09-15,5Iron,,consistency,4.7,8.3,,0.8,,,,,,1878.0,,,19.6,,17.3,,,,,
20250921,2025-09-21,LobWedge,1,shot,64.0,66.9,,1.8,,,,,,5427.0,,,75.3,,-6.9,,,,,
20250921,2025-09-21,LobWedge,2,shot,66.7,69.6,,0.0,,,,,,8123.0,,,77.8,,-0.9,,,,,
20250921,2025-09-21,LobWedge,3,shot,65.8,68.5,,-2.2,,,,,,8776.0,,,76.0,,-4.9,,,,,
20250921,2025-09-21,LobWedge,4,shot,67.8,71.8,,-1.4,,,,,,9228.0,,,81.1,,-6.6,,,,,
20250921,2025-09-21,LobWedge,5,shot,65.8,67.1,,0.2,,,,,,9162.0,,,72.4,,4.0,,,,,
20250921,2025-09-21,LobWedge,6,shot,68.2,78.7,,-2.0,,,,,,7956.0,,,93.8,,1.3,,,,,
20250921,2025-09-21,LobWedge,,average,66.4,70.5,,-0.6,,,,,,8112.0,,,79.4,,-2.3,,,,,
20250921,2025-09-21,LobWedge,,consistency,1.3,4.0,,1.4,,,,,,1293.0,,,6.9,,4.0,,,,,
20250921,2025-09-21,8Iron,1,shot,77.8,106.9,,-2.6,,,,,,6386.0,,,144.1,,-21.2,,,,,
20250921,2025-09-21,8Iron,2,shot,69.3,90.1,,-1.4,,,,,,6416.0,,,115.5,,3.3,,,,,
20250921,2025-09-21,8Iron,3,shot,72.0,98.6,,-3.2,,,,,,6855.0,,,129.4,,16.3,,,,,
20250921,2025-09-21,8Iron,4,shot,73.8,96.6,,-1.8,,,,,,6752.0,,,126.3,,7.2,,,,,
20250921,2025-09-21,8Iron,5,shot,72.0,97.3,,-3.0,,,,,,6223.0,,,129.0,,3.2,,,,,
20250921,2025-09-21,8Iron,6,shot,74.7,94.4,,-1.0,,,,,,6236.0,,,123.7,,4.0,,,,,
20250921,2025-09-21,8Iron,7,shot,72.0,100.7,,-0.8,,,,,,5893.0,,,136.2,,-1.2,,,,,
20250921,2025-09-21,8Iron,8,shot,74.7,89.0,,-3.0,,,,,,5505.0,,,103.5,,13.3,,,,,
20250921,2025-09-21,8Iron,9,shot,74.0,103.8,,-0.8,,,,,,6048.0,,,140.9,,3.0,,,,,
20250921,2025-09-21,8Iron,10,shot,75.2,95.1,,3.6,,,,,,3162.0,,,91.6,,-17.7,,,,,
20250921,2025-09-21,8Iron,11,shot,71.1,81.4,,0.8,,,,,,3634.0,,,96.2,,-24.6,,,,,
20250921,2025-09-21,8Iron,12,shot,71.8,100.0,,-3.4,,,,,,5674.0,,,134.1,,-10.0,,,,,
20250921,2025-09-21,8Iron,13,shot,75.8,106.3,,-1.6,,,,,,5692.0,,,146.4,,-20.5,,,,,
20250921,2025-09-21,8Iron,14,shot,76.3,103.8,,-0.4,,,,,,5101.0,,,138.9,,-36.3,,,,,
20250921,2025-09-21,8Iron,15,shot,77.8,104.9,,-1.4,,,,,,5941.0,,,143.3,,-16.7,,,,,
20250921,2025-09-21,8Iron,16,shot,73.1,101.6,,-2.0,,,,,,5957.0,,,137.1,,-2.6,,,,,
20250921,2025-09-21,8Iron,,average,73.8,98.2,,-1.4,,,,,,5717.0,,,127.3,,-6.2,,,,,
20250921,2025-09-21,8Iron,,consistency,2.2,6.7,,1.7,,,,,,980.0,,,16.6,,14.5,,,,,
20250921,2025-09-21,3Wood,1,shot,90.1,126.6,,-0.6,,,,,,3115.0,,,144.8,,-0.5,,,,,
20250921,2025-09-21,3Wood,2,shot,89.5,132.9,,-0.8,,,,,,3578.0,,,200.0,,-26.5,,,,,
20250921,2025-09-21,3Wood,3,shot,89.5,113.4,,-1.8,,,,,,5692.0,,,156.4,,23.6,,,,,
20250921,2025-09-21,3Wood,4,shot,89.0,125.0,,1.4,,,,,,1671.0,,,15.1,,-0.7,,,,,
20250921,2025-09-21,3Wood,5,shot,88.1,127.5,,-2.0,,,,,,3842.0,,,191.6,,-4.8,,,,,
20250921,2025-09-21,3Wood,6,shot,88.1,125.5,,0.6,,,,,,3763.0,,,178.5,,-22.3,,,,,
20250921,2025-09-21,3Wood,7,shot,91.3,129.1,,0.2,,,,,,2954.0,,,203.6,,40.0,,,,,
20250921,2025-09-21,3Wood,8,shot,88.6,79.9,,3.6,,,,,,4806.0,,,78.1,,-19.9,,,,,
20250921,2025-09-21,3Wood,9,shot,90.4,97.1,,1.8,,,,,,5575.0,,,128.7,,-35.8,,,,,
20250921,2025-09-21,3Wood,10,shot,91.3,124.1,,-1.0,,,,,,4802.0,,,183.0,,10.3,,,,,
20250921,2025-09-21,3Wood,11,shot,90.1,131.8,,0.2,,,,,,4005.0,,,196.0,,-5.5,,,,,
20250921,2025-09-21,3Wood,,average,89.7,119.5,,0.1,,,,,,3982.0,,,152.3,,-3.8,,,,,
20250921,2025-09-21,3Wood,,consistency,1.1,15.7,,1.6,,,,,,1136.0,,,56.3,,21.4,,,,,
20250921,2025-09-21,5Iron,1,shot,76.5,112.1,,-1.6,,,,,,4232.0,,,163.1,,7.2,,,,,
20250921,2025-09-21,5Iron,2,shot,77.8,111.6,,-1.2,,,,,,4557.0,,,160.7,,8.4,,,,,
20250921,2025-09-21,5Iron,3,shot,76.7,110.3,,-2.4,,,,,,4061.0,,,153.0,,-16.3,,,,,
20250921,2025-09-21,5Iron,,average,77.2,111.4,,-1.7,,,,,,4283.0,,,158.9,,-0.2,,,,,
20250921,2025-09-21,5Iron,,consistency,0.7,0.7,,0.5,,,,,,206.0,,,4.3,,11.4,,,,,
20250922,2025-09-22,8Iron,1,shot,74.5,102.7,,-2.6,,,,,,6456.0,,,137.4,,-4.4,,,,,
20250922,2025-09-22,8Iron,2,shot,68.7,85.9,,-3.0,,,,,,8042.0,,,105.2,,21.0,,,,,
20250922,2025-09-22,8Iron,3,shot,73.4,82.3,,-0.2,,,,,,6932.0,,,100.7,,10.4,,,,,
20250922,2025-09-22,8Iron,4,shot,74.3,93.5,,-1.0,,,,,,6509.0,,,121.7,,3.2,,,,,
20250922,2025-09-22,8Iron,5,shot,72.5,96.2,,-0.4,,,,,,5710.0,,,128.6,,-2.7,,,,,
20250922,2025-09-22,8Iron,6,shot,65.5,83.4,,-4.6,,,,,,7724.0,,,101.6,,15.2,,,,,
20250922,2025-09-22,8Iron,7,shot,73.8,89.0,,2.6,,,,,,2751.0,,,120.5,,-12.4,,,,,
20250922,2025-09-22,8Iron,8,shot,75.4,103.1,,-1.4,,,,,,5693.0,,,140.1,,-21.8,,,,,
20250922,2025-09-22,8Iron,9,shot,69.6,91.0,,-1.8,,,,,,6104.0,,,117.6,,-5.9,,,,,
20250922,2025-09-22,8Iron,10,shot,76.7,104.7,,-2.0,,,,,,6688.0,,,139.8,,0.2,,,,,
20250922,2025-09-22,8Iron,11,shot,77.4,101.3,,-1.2,,,,,,7077.0,,,133.1,,7.4,,,,,
20250922,2025-09-22,8Iron,12,shot,75.4,97.1,,-2.4,,,,,,6443.0,,,126.5,,10.0,,,,,
20250922,2025-09-22,8Iron,13,shot,76.3,99.5,,-3.0,,,,,,7535.0,,,128.8,,16.3,,,,,
20250922,2025-09-22,8Iron,14,shot,73.6,90.1,,-2.4,,,,,,8583.0,,,110.8,,26.0,,,,,
20250922,2025-09-22,8Iron,,average,73.4,94.4,,-1.7,,,,,,6589.0,,,122.3,,4.5,,,,,
20250922,2025-09-22,8Iron,,consistency,3.1,7.2,,1.6,,,,,,1342.0,,,13.1,,12.8,,,,,
20250922,2025-09-22,5Iron,1,shot,83.0,101.8,,1.0,,,,,,3644.0,,,140.4,,-12.1,,,,,
20250922,2025-09-22,5Iron,2,shot,80.8,105.6,,-1.8,,,,,,6825.0,,,140.3,,30.1,,,,,
20250922,2025-09-22,5Iron,3,shot,84.8,125.0,,-1.2,,,,,,4387.0,,,186.6,,-30.6,,,,,
20250922,2025-09-22,5Iron,4,shot,82.1,110.5,,-1.8,,,,,,6249.0,,,151.0,,22.9,,,,,
20250922,2025-09-22,5Iron,5,shot,85.7,119.9,,-1.2,,,,,,5297.0,,,172.1,,12.8,,,,,
20250922,2025-09-22,5Iron,6,shot,82.1,113.0,,-1.8,,,,,,5743.0,,,157.9,,11.4,,,,,
20250922,2025-09-22,5Iron,7,shot,82.1,114.3,,-0.4,,,,,,5239.0,,,162.9,,15.9,,,,,
20250922,2025-09-22,5Iron,,average,83.0,112.7,,-1.0,,,,,,5341.0,,,158.8,,7.2,,,,,
20250922,2025-09-22,5Iron,,consistency,1.6,7.4,,1.0,,,,,,999.0,,,15.6,,19.6,,,,,
20251018,2025-10-18,8Iron,1,shot,82.5,120.1,,0.4,,,,,,3743.0,,,182.6,,7.1,,,,,
20251018,2025-10-18,8Iron,2,shot,77.6,99.5,,-2.0,,,,,,7445.0,,,128.1,,22.0,,,,,
20251018,2025-10-18,8Iron,3,shot,74.3,86.6,,1.8,,,,,,4245.0,,,112.9,,-15.5,,,,,
20251018,2025-10-18,8Iron,4,shot,,73.8,,,,,,,,1660.0,,,3.2,,-1.4,,,,,
20251018,2025-10-18,8Iron,5,shot,,75.8,,,,,,,,2870.0,,,55.2,,-4.8,,,,,
20251018,2025-10-18,8Iron,6,shot,76.1,96.0,,0.2,,,,,,4378.0,,,131.6,,-14.2,,,,,
20251018,2025-10-18,8Iron,7,shot,71.8,80.1,,-10.0,,,,,,4470.0,,,21.7,,3.0,,,,,
20251018,2025-10-18,8Iron,8,shot,72.5,97.8,,-9.2,,,,,,6499.0,,,123.9,,19.6,,,,,
20251018,2025-10-18,8Iron,9,shot,67.3,82.8,,-7.6,,,,,,7234.0,,,82.7,,6.5,,,,,
20251018,2025-10-18,8Iron,10,shot,74.0,92.4,,-8.2,,,,,,7031.0,,,113.0,,23.3,,,,,
20251018,2025-10-18,8Iron,11,shot,68.0,79.9,,2.6,,,,,,5743.0,,,97.9,,9.6,,,,,
20251018,2025-10-18,8Iron,12,shot,59.7,73.8,,-7.8,,,,,,6546.0,,,74.1,,9.3,,,,,
20251018,2025-10-18,8Iron,13,shot,80.3,113.9,,-3.8,,,,,,3814.0,,,156.7,,12.2,,,,,
20251018,2025-10-18,8Iron,14,shot,69.8,90.4,,-10.2,,,,,,6214.0,,,109.1,,7.1,,,,,
20251018,2025-10-18,8Iron,15,shot,82.8,122.6,,1.2,,,,,,2777.0,,,185.7,,-27.7,,,,,
20251018,2025-10-18,8Iron,16,shot,73.8,74.3,,-4.4,,,,,,8745.0,,,72.2,,23.3,,,,,
20251018,2025-10-18,8Iron,17,shot,75.6,93.1,,-1.0,,,,,,8820.0,,,113.5,,24.2,,,,,
20251018,2025-10-18,8Iron,18,shot,72.5,88.4,,-8.2,,,,,,5710.0,,,104.8,,26.4,,,,,
20251018,2025-10-18,8Iron,19,shot,68.2,87.0,,-5.8,,,,,,5280.0,,,104.2,,16.7,,,,,
20251018,2025-10-18,8Iron,20,shot,72.3,78.1,,-5.2,,,,,,4030.0,,,71.4,,-24.8,,,,,
20251018,2025-10-18,8Iron,21,shot,70.9,98.4,,-8.0,,,,,,5270.0,,,126.4,,9.0,,,,,
20251018,2025-10-18,8Iron,22,shot,54.8,61.1,,-6.6,,,,,,6254.0,,,31.5,,6.7,,,,,
20251018,2025-10-18,8Iron,23,shot,68.0,89.5,,-5.8,,,,,,4870.0,,,108.8,,10.4,,,,,
20251018,2025-10-18,8Iron,24,shot,70.5,92.8,,-6.2,,,,,,6103.0,,,115.3,,10.3,,,,,
20251018,2025-10-18,8Iron,25,shot,73.8,84.8,,3.2,,,,,,2261.0,,,106.7,,-14.7,,,,,
20251018,2025-10-18,8Iron,26,shot,,82.8,,,,,,,,4151.0,,,16.7,,-0.2,,,,,
20251018,2025-10-18,8Iron,27,shot,74.5,100.4,,0.4,,,,,,6042.0,,,134.0,,4.2,,,,,
20251018,2025-10-18,8Iron,,average,72.0,89.5,,-4.2,,,,,,5267.0,,,99.4,,5.5,,,,,
20251018,2025-10-18,8Iron,,consistency,6.0,13.9,,4.2,,,,,,1795.0,,,44.8,,14.4,,,,,
20251031,2025-10-31,8Iron,1,shot,70.7,82.5,,-1.2,,,,,,4249.0,,,106.4,,3.9,,,,,
20251031,2025-10-31,8Iron,2,shot,74.7,97.1,,-3.6,,,,,,5746.0,,,126.4,,8.6,,,,,
20251031,2025-10-31,8Iron,3,shot,73.8,72.0,,0.8,,,,,,4457.0,,,78.4,,28.2,,,,,
20251031,2025-10-31,8Iron,4,shot,74.7,92.4,,-2.6,,,,,,7974.0,,,114.4,,30.6,,,,,
20251031,2025-10-31,8Iron,5,shot,73.1,93.3,,-3.6,,,,,,6190.0,,,121.8,,-0.4,,,,,
20251031,2025-10-31,8Iron,6,shot,73.4,86.6,,-1.8,,,,,,6360.0,,,107.9,,32.9,,,,,
20251031,2025-10-31,8Iron,7,shot,72.0,98.6,,-3.6,,,,,,5794.0,,,132.7,,-2.4,,,,,
20251031,2025-10-31,8Iron,8,shot,72.3,94.8,,-1.6,,,,,,6401.0,,,124.2,,4.0,,,,,
20251031,2025-10-31,8Iron,9,shot,74.3,96.6,,-3.0,,,,,,6658.0,,,126.2,,6.3,,,,,
20251031,2025-10-31,8Iron,10,shot,74.3,94.6,,-1.8,,,,,,4740.0,,,124.9,,-22.5,,,,,
20251031,2025-10-31,8Iron,11,shot,72.3,86.3,,-4.2,,,,,,8067.0,,,106.0,,23.8,,,,,
20251031,2025-10-31,8Iron,,average,73.4,90.4,,-2.4,,,,,,6058.0,,,115.4,,10.3,,,,,
20251031,2025-10-31,8Iron,,consistency,1.3,7.6,,1.4,,,,,,1207.0,,,14.5,,16.2,,,,,
20251031,2025-10-31,3Wood,1,shot,86.1,121.7,,-2.2,,,,,,2470.0,,,147.5,,-5.5,,,,,
20251031,2025-10-31,3Wood,2,shot,85.7,120.8,,-1.6,,,,,,3762.0,,,182.4,,27.7,,,,,
20251031,2025-10-31,3Wood,,average,85.9,121.2,,-1.9,,,,,,3116.0,,,165.0,,11.0,,,,,
20251031,2025-10-31,3Wood,,consistency,0.2,0.4,,0.3,,,,,,646.0,,,17.5,,16.6,,,,,
20251031,2025-10-31,5Iron,1,shot,77.4,102.0,,-2.6,,,,,,5476.0,,,139.1,,22.5,,,,,
20251031,2025-10-31,5Iron,2,shot,78.3,109.2,,-1.8,,,,,,4241.0,,,158.0,,-0.9,,,,,
20251031,2025-10-31,5Iron,3,shot,78.3,104.0,,-3.4,,,,,,5340.0,,,142.5,,13.6,,,,,
20251031,2025-10-31,5Iron,4,shot,79.6,111.4,,-1.8,,,,,,4453.0,,,161.6,,20.8,,,,,
20251031,2025-10-31,5Iron,,average,78.3,106.7,,-2.4,,,,,,4878.0,,,150.4,,14.0,,,,,
20251031,2025-10-31,5Iron,,consistency,0.9,3.8,,0.7,,,,,,538.0,,,9.6,,9.2,,,,,
20251110,2025-11-10,8Iron,1,shot,69.6,85.7,,-3.8,,,,,,7286.0,,,103.7,,6.6,,,,,
20251110,2025-11-10,8Iron,2,shot,70.9,94.2,,-6.2,,,,,,6397.0,,,121.4,,1.9,,,,,
20251110,2025-11-10,8Iron,3,shot,82.1,114.8,,-5.2,,,,,,6594.0,,,157.0,,-9.7,,,,,
20251110,2025-11-10,8Iron,4,shot,69.8,89.9,,-4.0,,,,,,7365.0,,,113.4,,15.5,,,,,
20251110,2025-11-10,8Iron,5,shot,83.7,117.7,,-3.8,,,,,,6506.0,,,162.6,,5.9,,,,,
20251110,2025-11-10,8Iron,6,shot,82.5,114.5,,-4.0,,,,,,6359.0,,,158.0,,4.4,,,,,
20251110,2025-11-10,8Iron,7,shot,79.4,109.6,,-5.2,,,,,,7194.0,,,146.2,,20.7,,,,,
20251110,2025-11-10,8Iron,8,shot,79.0,110.5,,-0.8,,,,,,4064.0,,,147.5,,43.1,,,,,
20251110,2025-11-10,8Iron,9,shot,81.9,108.3,,-3.6,,,,,,6349.0,,,147.2,,7.3,,,,,
20251110,2025-11-10,8Iron,10,shot,70.5,88.8,,-3.1,,,,,,5428.0,,,115.8,,3.5,,,,,
20251110,2025-11-10,8Iron,11,shot,86.1,120.6,,-1.4,,,,,,6123.0,,,168.5,,12.7,,,,,
20251110,2025-11-10,8Iron,12,shot,82.1,115.4,,-5.0,,,,,,6478.0,,,158.7,,7.5,,,,,
20251110,2025-11-10,8Iron,13,shot,69.1,70.0,,-1.2,,,,,,4866.0,,,76.7,,7.5,,,,,
20251110,2025-11-10,8Iron,14,shot,72.0,96.6,,-3.0,,,,,,5293.0,,,129.8,,-16.1,,,,,
20251110,2025-11-10,8Iron,15,shot,65.1,87.7,,-3.6,,,,,,5592.0,,,112.1,,1.7,,,,,
20251110,2025-11-10,8Iron,16,shot,78.3,112.5,,-1.4,,,,,,3495.0,,,164.7,,21.0,,,,,
20251110,2025-11-10,8Iron,17,shot,80.1,108.3,,-4.2,,,,,,6032.0,,,148.3,,0.3,,,,,
20251110,2025-11-10,8Iron,18,shot,82.8,111.6,,-4.8,,,,,,7085.0,,,150.5,,4.2,,,,,
20251110,2025-11-10,8Iron,19,shot,68.0,84.3,,-2.4,,,,,,6241.0,,,105.1,,4.0,,,,,
20251110,2025-11-10,8Iron,,average,76.5,102.2,,-3.5,,,,,,6039.0,,,136.2,,7.4,,,,,
20251110,2025-11-10,8Iron,,consistency,6.5,14.1,,1.5,,,,,,1019.0,,,25.2,,12.0,,,,,
20251114,2025-11-14,Driver,1,shot,88.6,124.8,,-0.1,,,,,,2880.0,,,191.2,,-11.2,,,,,
20251114,2025-11-14,Driver,,average,88.6,124.8,,-0.1,,,,,,2880.0,,,191.2,,-11.2,,,,,
20251114,2025-11-14,Driver,,consistency,,,,,,,,,,,,,,,,,,,,
20251114,2025-11-14,8Iron,1,shot,72.7,98.4,,-4.7,,,,,,5695.0,,,132.4,,-2.5,,,,,
20251114,2025-11-14,8Iron,2,shot,66.7,84.8,,-3.4,,,,,,6304.0,,,104.7,,8.9,,,,,
20251114,2025-11-14,8Iron,3,shot,68.7,88.4,,-6.5,,,,,,5991.0,,,108.0,,4.9,,,,,
20251114,2025-11-14,8Iron,4,shot,69.3,89.9,,-4.4,,,,,,6491.0,,,114.6,,5.0,,,,,
20251114,2025-11-14,8Iron,5,shot,70.9,96.6,,-3.7,,,,,,5553.0,,,129.8,,1.1,,,,,
20251114,2025-11-14,8Iron,6,shot,68.5,85.0,,-4.6,,,,,,7749.0,,,103.2,,21.3,,,,,
20251114,2025-11-14,8Iron,7,shot,70.0,95.7,,-3.6,,,,,,5931.0,,,127.1,,15.2,,,,,
20251114,2025-11-14,8Iron,8,shot,70.7,93.1,,-6.8,,,,,,6649.0,,,117.9,,3.4,,,,,
20251114,2025-11-14,8Iron,9,shot,70.5,92.8,,-2.6,,,,,,5608.0,,,121.9,,-2.4,,,,,
20251114,2025-11-14,8Iron,10,shot,69.8,89.7,,-3.4,,,,,,4525.0,,,112.1,,-11.5,,,,,
20251114,2025-11-14,8Iron,11,shot,70.0,88.4,,,,,,,,6339.0,,,111.8,,-0.3,,,,,
20251114,2025-11-14,8Iron,12,shot,66.4,86.3,,-6.0,,,,,,6238.0,,,106.0,,3.6,,,,,
20251114,2025-11-14,8Iron,13,shot,70.9,85.5,,-1.6,,,,,,5338.0,,,108.8,,5.2,,,,,
20251114,2025-11-14,8Iron,14,shot,70.5,90.4,,-5.7,,,,,,5681.0,,,110.2,,6.1,,,,,
20251114,2025-11-14,8Iron,15,shot,70.5,86.8,,-4.3,,,,,,5913.0,,,102.9,,7.4,,,,,
20251114,2025-11-14,8Iron,16,shot,70.7,91.9,,-2.4,,,,,,4756.0,,,119.2,,-21.3,,,,,
20251114,2025-11-14,8Iron,17,shot,72.9,97.8,,-3.7,,,,,,5499.0,,,131.5,,-15.1,,,,,
20251114,2025-11-14,8Iron,18,shot,71.6,93.5,,-5.2,,,,,,5815.0,,,118.4,,2.4,,,,,
20251114,2025-11-14,8Iron,19,shot,69.8,91.0,,-0.4,,,,,,4545.0,,,120.6,,-13.7,,,,,
20251114,2025-11-14,8Iron,,average,70.0,90.8,,-4.1,,,,,,5822.0,,,115.8,,1.0,,,,,
20251114,2025-11-14,8Iron,,consistency,1.6,4.3,,1.6,,,,,,744.0,,,9.3,,10.2,,,,,
20251114,2025-11-14,5Iron,1,shot,74.7,102.0,,-0.9,,,,,,3724.0,,,143.8,,-16.2,,,,,
20251114,2025-11-14,5Iron,2,shot,74.5,100.4,,-3.5,,,,,,5085.0,,,138.2,,8.1,,,,,
20251114,2025-11-14,5Iron,3,shot,76.3,107.4,,-4.9,,,,,,5121.0,,,149.3,,-2.2,,,,,
20251114,2025-11-14,5Iron,4,shot,77.4,104.7,,-2.7,,,,,,4667.0,,,142.6,,-8.4,,,,,
20251114,2025-11-14,5Iron,5,shot,75.4,101.1,,-3.5,,,,,,5563.0,,,136.7,,8.6,,,,,
20251114,2025-11-14,5Iron,6,shot,75.2,100.9,,-3.3,,,,,,3489.0,,,131.9,,-30.9,,,,,
20251114,2025-11-14,5Iron,,average,75.6,102.7,,-3.1,,,,,,4608.0,,,140.4,,-6.8,,,,,
20251114,2025-11-14,5Iron,,consistency,0.9,2.5,,1.2,,,,,,757.0,,,5.6,,13.9,,,,,
20251201,2025-12-01,8Iron,1,shot,76.1,94.2,,-4.4,,,,,,7836.0,,,119.4,,8.0,,,,,
20251201,2025-12-01,8Iron,2,shot,76.7,104.9,,-5.8,,,,,,5682.0,,,142.7,,-19.6,,,,,
20251201,2025-12-01,8Iron,3,shot,81.9,112.7,,-4.0,,,,,,5886.0,,,156.8,,8.3,,,,,
20251201,2025-12-01,8Iron,4,shot,75.8,97.1,,-3.0,,,,,,7653.0,,,124.8,,4.5,,,,,
20251201,2025-12-01,8Iron,5,shot,85.2,112.7,,-2.6,,,,,,5907.0,,,156.5,,2.4,,,,,
20251201,2025-12-01,8Iron,6,shot,76.1,98.6,,-4.4,,,,,,6141.0,,,130.4,,-8.4,,,,,
20251201,2025-12-01,8Iron,7,shot,74.3,97.8,,-2.6,,,,,,4997.0,,,125.1,,6.7,,,,,
20251201,2025-12-01,8Iron,8,shot,85.9,110.3,,-3.0,,,,,,6426.0,,,149.7,,12.2,,,,,
20251201,2025-12-01,8Iron,9,shot,83.0,114.3,,-3.0,,,,,,5836.0,,,159.3,,3.6,,,,,
20251201,2025-12-01,8Iron,10,shot,84.1,117.2,,-3.2,,,,,,5727.0,,,165.0,,-6.3,,,,,
20251201,2025-12-01,8Iron,11,shot,75.2,97.8,,-4.8,,,,,,7219.0,,,127.0,,10.5,,,,,
20251201,2025-12-01,8Iron,12,shot,74.3,88.4,,-6.8,,,,,,8426.0,,,108.4,,17.3,,,,,
20251201,2025-12-01,8Iron,13,shot,84.8,106.3,,-3.4,,,,,,6275.0,,,144.1,,8.1,,,,,
