combine_id,date,combine_score,estimated_handicap,target,target_score,shot,row_type,score,club_speed,ball_speed,spin_rate,attack_angle,carry,total,side,from_pin
,,,,yds,,,,,mph,mph,rpm,deg,yds,yds,yds(+R/-L),ft
20250724,2025-07-24,54.6,16.0,100,59.5,1,shot,90.0,69.6,81.4,9002.0,-3.0,96.7,98.3,1.0,10.5
20250724,2025-07-24,54.6,16.0,100,59.5,2,shot,20.0,69.5,70.5,7652.0,-1.6,80.0,83.4,-3.6,61.1
20250724,2025-07-24,54.6,16.0,100,59.5,3,shot,67.0,71.7,78.4,9169.0,-2.2,91.2,92.1,-2.1,27.2
20250724,2025-07-24,54.6,16.0,100,59.5,4,shot,77.0,74.7,84.5,9137.0,-4.6,102.3,104.8,-6.5,20.3
20250724,2025-07-24,54.6,16.0,100,59.5,5,shot,43.0,73.9,78.6,7681.0,-6.9,90.3,91.5,10.6,44.6
20250724,2025-07-24,54.6,16.0,100,59.5,6,shot,60.0,73.4,78.1,9192.0,-1.8,90.0,90.4,3.8,32.4
20250724,2025-07-24,54.6,16.0,100,59.5,,average,59.5,72.1,78.6,8639.0,-3.3,91.7,93.4,0.6,32.7
20250724,2025-07-24,54.6,16.0,120,65.3,1,shot,19.0,73.2,101.2,6489.0,-2.2,135.1,141.6,-20.9,74.5
20250724,2025-07-24,54.6,16.0,120,65.3,2,shot,62.0,73.6,95.2,6828.0,-1.6,123.9,130.2,-11.9,37.1
20250724,2025-07-24,54.6,16.0,120,65.3,3,shot,94.0,75.3,94.3,8122.0,-3.6,119.4,123.0,3.1,9.6
20250724,2025-07-24,54.6,16.0,120,65.3,4,shot,79.0,76.6,98.7,7615.0,-2.4,127.3,131.2,-0.5,22.1
20250724,2025-07-24,54.6,16.0,120,65.3,5,shot,67.0,73.5,94.8,7711.0,-4.2,121.0,125.1,11.0,33.2
20250724,2025-07-24,54.6,16.0,120,65.3,6,shot,71.0,74.9,88.9,7697.0,-2.0,111.4,115.7,4.5,29.4
20250724,2025-07-24,54.6,16.0,120,65.3,,average,65.3,74.5,95.5,7410.0,-2.7,123.0,127.8,-2.4,34.3
20250724,2025-07-24,54.6,16.0,140,40.3,1,shot,65.0,78.6,97.6,6695.0,-2.4,128.4,135.2,6.8,40.8
20250724,2025-07-24,54.6,16.0,140,40.3,2,shot,0.0,79.0,81.3,9236.0,-2.8,87.5,96.2,38.7,218.1
20250724,2025-07-24,54.6,16.0,140,40.3,3,shot,0.0,76.1,83.9,6420.0,-1.4,103.8,113.7,-10.1,114.3
20250724,2025-07-24,54.6,16.0,140,40.3,4,shot,83.0,79.1,107.7,6213.0,-3.0,147.3,154.2,0.9,22.0
20250724,2025-07-24,54.6,16.0,140,40.3,5,shot,44.0,77.3,109.0,5445.0,-2.2,152.1,162.7,-17.4,61.9
20250724,2025-07-24,54.6,16.0,140,40.3,6,shot,50.0,76.7,105.0,5000.0,-3.2,145.1,158.9,-18.1,55.7
20250724,2025-07-24,54.6,16.0,140,40.3,,average,40.3,77.8,97.4,6501.0,-2.5,127.4,136.8,0.1,85.5
20250724,2025-07-24,54.6,16.0,160,71.3,1,shot,85.0,78.7,113.7,4374.0,-2.4,165.7,180.6,-5.0,22.7
20250724,2025-07-24,54.6,16.0,160,71.3,2,shot,94.0,78.9,112.5,4525.0,-2.8,163.2,176.7,-2.9,12.9
20250724,2025-07-24,54.6,16.0,160,71.3,3,shot,83.0,80.7,110.7,5070.0,-2.0,157.2,168.9,7.9,25.4
20250724,2025-07-24,54.6,16.0,160,71.3,4,shot,65.0,81.7,111.1,4314.0,-0.2,161.8,175.9,15.3,46.0
20250724,2025-07-24,54.6,16.0,160,71.3,5,shot,51.0,81.6,117.0,3609.0,-1.8,172.5,193.1,-17.0,62.0
20250724,2025-07-24,54.6,16.0,160,71.3,6,shot,50.0,81.3,110.6,3509.0,-0.6,157.0,179.9,-20.7,63.4
20250724,2025-07-24,54.6,16.0,160,71.3,,average,71.3,80.5,112.6,4233.0,-1.6,162.9,179.2,-3.7,38.7
20250724,2025-07-24,54.6,16.0,180,45.7,1,shot,64.0,83.0,116.6,4085.0,-1.8,173.1,188.2,16.1,53.3
20250724,2025-07-24,54.6,16.0,180,45.7,2,shot,7.0,83.3,111.0,5672.0,-2.6,152.5,163.9,29.5,127.2
20250724,2025-07-24,54.6,16.0,180,45.7,3,shot,89.0,83.4,119.5,4820.0,-1.2,174.7,186.2,4.7,21.4
20250724,2025-07-24,54.6,16.0,180,45.7,4,shot,36.0,84.1,110.2,3832.0,0.2,154.0,176.5,13.2,89.0
20250724,2025-07-24,54.6,16.0,180,45.7,5,shot,78.0,83.1,116.0,3811.0,0.0,170.9,189.8,-7.3,35.3
20250724,2025-07-24,54.6,16.0,180,45.7,6,shot,0.0,85.5,121.0,3580.0,0.2,176.1,198.7,-47.7,146.5
20250724,2025-07-24,54.6,16.0,180,45.7,,average,45.7,83.7,115.7,4300.0,-0.9,166.9,183.9,1.4,78.8
20250724,2025-07-24,54.6,16.0,Drive,60.7,1,shot,69.0,96.4,142.3,2250.0,2.1,227.6,259.2,14.4,
20250724,2025-07-24,54.6,16.0,Drive,60.7,2,shot,80.0,95.8,139.1,3410.0,0.1,222.9,239.0,0.9,
20250724,2025-07-24,54.6,16.0,Drive,60.7,3,shot,55.0,98.2,144.7,2220.0,3.3,228.7,261.3,-17.3,
20250724,2025-07-24,54.6,16.0,Drive,60.7,4,shot,56.0,92.9,137.3,2290.0,0.3,201.7,239.3,-14.1,
20250724,2025-07-24,54.6,16.0,Drive,60.7,5,shot,31.0,95.8,140.2,2100.0,2.3,159.1,215.0,-19.8,
20250724,2025-07-24,54.6,16.0,Drive,60.7,6,shot,73.0,95.9,141.6,2270.0,2.7,214.3,249.7,-7.4,
20250724,2025-07-24,54.6,16.0,Drive,60.7,,average,60.7,95.8,140.9,2423.0,1.8,209.1,243.9,-7.2,
20260825,2026-08-25,65.6,8.0,60,55.8,1,shot,36.0,66.4,64.5,8630.0,-1.0,69.3,72.7,-3.6,29.6
20260825,2026-08-25,65.6,8.0,60,55.8,2,shot,91.0,63.1,59.4,8790.0,-2.2,60.9,64.5,1.8,5.9
20260825,2026-08-25,65.6,8.0,60,55.8,3,shot,63.0,63.7,62.3,8520.0,-1.6,65.7,69.3,-2.0,18.0
20260825,2026-08-25,65.6,8.0,60,55.8,4,shot,35.0,63.2,64.8,8722.0,-1.8,69.4,71.9,-3.8,30.3
20260825,2026-08-25,65.6,8.0,60,55.8,5,shot,70.0,63.2,61.7,8958.0,-1.2,64.0,65.7,3.3,15.3
20260825,2026-08-25,65.6,8.0,60,55.8,6,shot,40.0,61.2,63.4,8568.0,-2.2,67.6,71.4,-6.0,28.3
20260825,2026-08-25,65.6,8.0,60,55.8,,average,55.8,63.5,62.7,8698.0,-1.7,66.2,69.3,-1.7,21.2
20260825,2026-08-25,65.6,8.0,70,77.8,1,shot,32.0,66.2,71.3,8748.0,-2.8,80.1,82.4,-7.5,36.9
20260825,2026-08-25,65.6,8.0,70,77.8,2,shot,100.0,64.3,64.6,8487.0,-3.0,69.6,75.3,-0.2,1.3
20260825,2026-08-25,65.6,8.0,70,77.8,3,shot,77.0,62.6,63.2,8340.0,-1.8,67.2,70.8,-3.8,14.2
20260825,2026-08-25,65.6,8.0,70,77.8,4,shot,74.0,64.7,67.2,8519.0,-1.2,73.2,75.3,-4.1,15.4
20260825,2026-08-25,65.6,8.0,70,77.8,5,shot,99.0,65.3,65.2,8099.0,0.0,70.2,72.8,-0.9,2.8
20260825,2026-08-25,65.6,8.0,70,77.8,6,shot,85.0,63.4,63.2,9367.0,-2.4,67.0,70.8,-1.4,9.9
20260825,2026-08-25,65.6,8.0,70,77.8,,average,77.8,64.4,65.8,8593.0,-1.9,71.2,74.6,-3.0,13.4
20260825,2026-08-25,65.6,8.0,80,66.3,1,shot,100.0,63.1,70.6,7940.0,-1.4,79.7,83.0,-0.2,1.0
20260825,2026-08-25,65.6,8.0,80,66.3,2,shot,71.0,64.7,73.6,7809.0,-1.0,85.0,88.3,-4.4,19.8
20260825,2026-08-25,65.6,8.0,80,66.3,3,shot,86.0,65.7,73.0,8220.0,-1.6,83.5,86.6,1.1,11.0
20260825,2026-08-25,65.6,8.0,80,66.3,4,shot,64.0,63.9,74.2,6835.0,0.0,86.3,88.6,-4.8,23.4
20260825,2026-08-25,65.6,8.0,80,66.3,5,shot,53.0,59.8,64.4,6485.0,-0.4,70.2,73.9,1.6,29.9
20260825,2026-08-25,65.6,8.0,80,66.3,6,shot,24.0,63.7,77.1,6457.0,-0.6,92.4,95.8,-10.2,46.8
20260825,2026-08-25,65.6,8.0,80,66.3,,average,66.3,63.5,72.1,7291.0,-0.8,82.9,86.0,-2.8,22.0
20260825,2026-08-25,65.6,8.0,90,76.0,1,shot,90.0,68.0,76.0,8460.0,-1.8,88.2,90.7,-2.6,9.5
20260825,2026-08-25,65.6,8.0,90,76.0,2,shot,67.0,68.8,72.5,7890.0,-4.6,82.4,91.1,3.1,24.7
20260825,2026-08-25,65.6,8.0,90,76.0,3,shot,65.0,62.1,73.5,7253.0,-1.4,85.4,90.5,7.2,26.2
20260825,2026-08-25,65.6,8.0,90,76.0,4,shot,88.0,67.1,78.0,7871.0,-1.8,91.3,93.5,-3.4,10.8
20260825,2026-08-25,65.6,8.0,90,76.0,5,shot,90.0,67.2,77.1,7569.0,-3.0,90.8,93.3,-3.2,9.9
20260825,2026-08-25,65.6,8.0,90,76.0,6,shot,56.0,65.3,70.7,7971.0,-1.6,79.7,82.7,1.8,31.5
20260825,2026-08-25,65.6,8.0,90,76.0,,average,76.0,66.4,74.6,7836.0,-2.4,86.3,90.3,0.5,18.8
20260825,2026-08-25,65.6,8.0,100,78.0,1,shot,65.0,66.6,77.2,8662.0,-3.2,90.5,94.5,-0.1,28.6
20260825,2026-08-25,65.6,8.0,100,78.0,2,shot,43.0,71.9,74.7,8857.0,-7.3,86.0,89.2,5.0,45.0
20260825,2026-08-25,65.6,8.0,100,78.0,3,shot,91.0,69.6,83.6,8001.0,-3.6,101.7,105.1,3.1,10.4
20260825,2026-08-25,65.6,8.0,100,78.0,4,shot,79.0,66.0,81.4,6166.0,-1.6,100.8,106.7,-6.2,18.6
20260825,2026-08-25,65.6,8.0,100,78.0,5,shot,98.0,67.2,82.4,7946.0,-2.2,99.8,103.1,-1.6,4.8
20260825,2026-08-25,65.6,8.0,100,78.0,6,shot,92.0,66.2,80.3,6988.0,-2.0,97.4,100.8,-1.6,9.3
20260825,2026-08-25,65.6,8.0,100,78.0,,average,78.0,67.9,79.9,7770.0,-3.3,96.0,99.9,-0.2,19.4
20260825,2026-08-25,65.6,8.0,120,74.8,1,shot,84.0,71.0,89.2,6432.0,-2.2,114.0,119.5,0.7,18.2
20260825,2026-08-25,65.6,8.0,120,74.8,2,shot,88.0,72.9,92.2,7233.0,-3.0,117.3,120.5,4.1,14.9
20260825,2026-08-25,65.6,8.0,120,74.8,3,shot,82.0,72.6,90.4,6604.0,-2.0,115.8,120.9,-4.9,19.6
20260825,2026-08-25,65.6,8.0,120,74.8,4,shot,59.0,68.0,84.6,5577.0,-2.4,107.3,116.3,3.5,39.7
20260825,2026-08-25,65.6,8.0,120,74.8,5,shot,79.0,68.1,89.2,5792.0,-2.2,115.2,122.5,5.6,22.4
20260825,2026-08-25,65.6,8.0,120,74.8,6,shot,57.0,69.4,86.4,2265.0,-2.9,117.5,143.6,-13.3,41.1
20260825,2026-08-25,65.6,8.0,120,74.8,,average,74.8,70.3,88.7,5650.0,-2.5,114.5,123.9,-0.7,26.0
20260825,2026-08-25,65.6,8.0,140,72.5,1,shot,93.0,74.9,98.2,4131.0,0.4,137.4,150.3,-3.1,12.1
20260825,2026-08-25,65.6,8.0,140,72.5,2,shot,45.0,75.9,94.3,6169.0,-1.4,121.4,133.8,7.6,60.9
20260825,2026-08-25,65.6,8.0,140,72.5,3,shot,100.0,77.4,102.1,5260.0,-3.0,139.8,150.9,-0.3,1.1
20260825,2026-08-25,65.6,8.0,140,72.5,4,shot,52.0,75.8,94.7,6047.0,-1.2,123.3,133.5,5.7,53.3
20260825,2026-08-25,65.6,8.0,140,72.5,5,shot,72.0,74.4,102.0,4912.0,-2.2,140.6,151.9,11.2,33.6
20260825,2026-08-25,65.6,8.0,140,72.5,6,shot,73.0,75.1,106.4,4727.0,-1.0,150.8,160.1,-0.5,32.4
20260825,2026-08-25,65.6,8.0,140,72.5,,average,72.5,75.6,99.6,5208.0,-1.4,135.6,146.7,3.4,32.2
20260825,2026-08-25,65.6,8.0,160,52.7,1,shot,25.0,77.5,97.9,3970.0,-1.0,129.4,156.3,-3.5,92.6
20260825,2026-08-25,65.6,8.0,160,52.7,2,shot,98.0,78.4,110.6,4713.0,-1.6,157.6,169.4,-0.9,7.8
20260825,2026-08-25,65.6,8.0,160,52.7,3,shot,51.0,78.9,108.2,5748.0,-1.0,148.9,154.6,16.8,62.0
20260825,2026-08-25,65.6,8.0,160,52.7,4,shot,55.0,78.1,112.4,3115.0,0.6,168.7,190.0,-17.4,57.3
20260825,2026-08-25,65.6,8.0,160,52.7,5,shot,0.0,77.6,102.0,6001.0,-2.0,136.1,143.3,31.0,124.3
20260825,2026-08-25,65.6,8.0,160,52.7,6,shot,87.0,77.5,110.4,3934.0,-0.8,161.5,174.7,6.8,20.9
20260825,2026-08-25,65.6,8.0,160,52.7,,average,52.7,78.0,106.9,4580.0,-1.0,150.4,164.7,5.5,60.8
20260825,2026-08-25,65.6,8.0,180,35.8,1,shot,35.0,80.2,118.8,2287.0,0.0,168.2,201.8,-26.7,90.4
20260825,2026-08-25,65.6,8.0,180,35.8,2,shot,0.0,81.0,116.8,2277.0,0.0,134.1,171.6,-3.1,138.0
20260825,2026-08-25,65.6,8.0,180,35.8,3,shot,93.0,82.0,119.4,3420.0,0.4,182.3,198.8,-4.6,15.2
20260825,2026-08-25,65.6,8.0,180,35.8,4,shot,46.0,80.1,114.9,1966.0,0.6,165.6,199.2,-20.2,76.6
20260825,2026-08-25,65.6,8.0,180,35.8,5,shot,33.0,80.9,114.8,4635.0,0.2,157.4,183.6,-20.0,93.4
20260825,2026-08-25,65.6,8.0,180,35.8,6,shot,8.0,81.5,111.2,6953.0,0.0,148.7,154.1,25.3,125.8
20260825,2026-08-25,65.6,8.0,180,35.8,,average,35.8,80.9,116.0,3590.0,0.2,159.4,184.9,-8.2,89.9
20260825,2026-08-25,65.6,8.0,Drive,65.7,1,shot,48.0,88.2,131.2,2022.0,3.6,204.8,238.1,-20.0,
20260825,2026-08-25,65.6,8.0,Drive,65.7,2,shot,79.0,88.5,129.4,2210.0,3.8,209.1,236.2,-1.8,
20260825,2026-08-25,65.6,8.0,Drive,65.7,3,shot,66.0,88.8,129.8,2610.0,3.0,211.1,230.7,-12.5,
20260825,2026-08-25,65.6,8.0,Drive,65.7,4,shot,52.0,89.5,132.0,1759.0,6.0,206.8,240.8,-17.7,
20260825,2026-08-25,65.6,8.0,Drive,65.7,5,shot,72.0,88.9,123.1,2407.0,3.6,193.5,221.4,-0.8,
20260825,2026-08-25,65.6,8.0,Drive,65.7,6,shot,77.0,90.8,133.2,1905.0,3.2,216.3,246.9,-9.2,
20260825,2026-08-25,65.6,8.0,Drive,65.7,,average,65.7,89.1,129.8,2152.0,3.9,206.9,235.7,-10.3,
